a,b,correct,expected,max_operand_digits,model,predicted,seed,split
55618052,124183021,False,179801073,9,baseline,8,101,ood_primary
15180332,946327124,False,961507456,9,baseline,3,101,ood_primary
30093858,144016672,False,174110530,9,baseline,8,101,ood_primary
80572365,911885067,False,992457432,9,baseline,3,101,ood_primary
19795055,277000687,False,296795742,9,baseline,5,101,ood_primary
25197117,127440943,False,152638060,9,baseline,4,101,ood_primary
61552376,667892652,False,729445028,9,baseline,2,101,ood_primary
5114743173,9089163,False,5123832336,10,baseline,4,101,ood_primary
3573585642,3339045,False,3576924687,10,baseline,8,101,ood_primary
2599883147,4468454,False,2604351601,10,baseline,8,101,ood_primary
6468270434,4437788,False,6472708222,10,baseline,7,101,ood_primary
5989856459,4191695,False,5994048154,10,baseline,6,101,ood_primary
7259202859,8199482,False,7267402341,10,baseline,9,101,ood_primary
1652953855,6497029,False,1659450884,10,baseline,5,101,ood_primary
6035425525,4103853,False,6039529378,10,baseline,2,101,ood_primary
9546498862,8515745,False,9555014607,10,baseline,7,101,ood_primary
8875219725,1872443,False,8877092168,10,baseline,9,101,ood_primary
8932387024,9750228,False,8942137252,10,baseline,8,101,ood_primary
5178890602,2853143,False,5181743745,10,baseline,8,101,ood_primary
5092776965,8632688,False,5101409653,10,baseline,7,101,ood_primary
2607650268,9923123,False,2617573391,10,baseline,5,101,ood_primary
1262180245,9045826,False,1271226071,10,baseline,8,101,ood_primary
7025548723,3289147,False,7028837870,10,baseline,2,101,ood_primary
3243575765,1231079,False,3244806844,10,baseline,8,101,ood_primary
7397485874,2311005,False,7399796879,10,baseline,8,101,ood_primary
7506709283,8818777,False,7515528060,10,baseline,9,101,ood_primary
5255955726,9206583,False,5265162309,10,baseline,5,101,ood_primary
9377578162,4796000,False,9382374162,10,baseline,8,101,ood_primary
6635822452,3776860,False,6639599312,10,baseline,2,101,ood_primary
5803618420,8382057,False,5812000477,10,baseline,1,101,ood_primary
5735572860,3228808,False,5738801668,10,baseline,2,101,ood_primary
6469885446,6940798,False,6476826244,10,baseline,9,101,ood_primary
5224066667,9986015,False,5234052682,10,baseline,6,101,ood_primary
4232369745,6354381878,False,10586751623,10,baseline,6,101,ood_primary
4348528195,1621833342,False,5970361537,10,baseline,8,101,ood_primary
6014630749,1621351304,False,7635982053,10,baseline,3,101,ood_primary
7438254512,1488351148,False,8926605660,10,baseline,5,101,ood_primary
7572129795,6184334489,False,13756464284,10,baseline,1,101,ood_primary
1234728142,4374611082,False,5609339224,10,baseline,8,101,ood_primary
2767301687,6431742066,False,9199043753,10,baseline,4,101,ood_primary
6723073903,4568610510,False,11291684413,10,baseline,8,101,ood_primary
6178366274,5971028450,False,12149394724,10,baseline,8,101,ood_primary
7233573563,8338796278,False,15572369841,10,baseline,3,101,ood_primary
1235003215,3986534167,False,5221537382,10,baseline,3,101,ood_primary
9741096446,4029688937,False,13770785383,10,baseline,1,101,ood_primary
8024599752,3047141803,False,11071741555,10,baseline,1,101,ood_primary
5600937622,8444387919,False,14045325541,10,baseline,7,101,ood_primary
7081820272,3085746863,False,10167567135,10,baseline,1,101,ood_primary
5562084236,7897130677,False,13459214913,10,baseline,8,101,ood_primary
4950456620,7260597694,False,12211054314,10,baseline,5,101,ood_primary
5589809532,1472891392,False,7062700924,10,baseline,8,101,ood_primary
2159302129,6617872678,False,8777174807,10,baseline,1,101,ood_primary
1777681102,7802990595,False,9580671697,10,baseline,8,101,ood_primary
8755671413,3870299341,False,12625970754,10,baseline,7,101,ood_primary
4969810,615167839,False,620137649,9,baseline,86,101,ood_primary
9306262,927940110,False,937246372,9,baseline,16,101,ood_primary
5010179,322464374,False,327474553,9,baseline,145,101,ood_primary
4498644,534170639,False,538669283,9,baseline,11,101,ood_primary
8716118,236439823,False,245155941,9,baseline,151,101,ood_primary
1944545,739560225,False,741504770,9,baseline,10,101,ood_primary
5366015,688451965,False,693817980,9,baseline,606,101,ood_primary
4405938,800503313,False,804909251,9,baseline,48,101,ood_primary
3413777,277013923,False,280427700,9,baseline,98,101,ood_primary
2818233,309100023,False,311918256,9,baseline,33,101,ood_primary
1892210,828409739,False,830301949,9,baseline,11,101,ood_primary
7975405,379444897,False,387420302,9,baseline,455,101,ood_primary
2623410,170888977,False,173512387,9,baseline,19,101,ood_primary
6679404,882568246,False,889247650,9,baseline,77,101,ood_primary
1860876,638645085,False,640505961,9,baseline,21,101,ood_primary
7390906,157940219,False,165331125,9,baseline,546,101,ood_primary
9497536,607285069,False,616782605,9,baseline,30,101,ood_primary
7226616,285777561,False,293004177,9,baseline,98,101,ood_primary
7587171,146859966,False,154447137,9,baseline,90,101,ood_primary
3755200,829719395,False,833474595,9,baseline,11,101,ood_primary
2283876,916803812,False,919087688,9,baseline,86,101,ood_primary
9170357,274785399,False,283955756,9,baseline,33,101,ood_primary
6772272,476638777,False,483411049,9,baseline,100,101,ood_primary
5994117,204744009,False,210738126,9,baseline,69,101,ood_primary
4187607,598548873,False,602736480,9,baseline,558,101,ood_primary
618731750105,244591080,False,618976341185,12,baseline,2,101,ood_primary
873215185553,209251316,False,873424436869,12,baseline,23333326266222,101,ood_primary
188628598183,439839841,False,189068438024,12,baseline,8,101,ood_primary
299553388210,408850785,False,299962238995,12,baseline,3,101,ood_primary
935554574820,215737517,False,935770312337,12,baseline,2,101,ood_primary
753954312971,559944285,False,754514257256,12,baseline,5,101,ood_primary
820814922026,321287064,False,821136209090,12,baseline,42222223232223,101,ood_primary
284454607720,707266657,False,285161874377,12,baseline,7,101,ood_primary
495840900977,227216744,False,496068117721,12,baseline,2,101,ood_primary
282424162923,437825734,False,282861988657,12,baseline,41555514181111,101,ood_primary
808944532512,408040557,False,809352573069,12,baseline,4,101,ood_primary
817303380639,153451255,False,817456831894,12,baseline,24444445444442,101,ood_primary
788587825619,424320382,False,789012146001,12,baseline,42222222222222,101,ood_primary
812718590266,401921136,False,813120511402,12,baseline,59422942229222,101,ood_primary
506198805609,378062672,False,506576868281,12,baseline,3,101,ood_primary
346588748392,530519409,False,347119267801,12,baseline,8,101,ood_primary
991609592795,278711408,False,991888304203,12,baseline,3,101,ood_primary
974218256661,471246597,False,974689503258,12,baseline,42222222222222,101,ood_primary
249926729480,590941183,False,250517670663,12,baseline,5,101,ood_primary
737453781226,368150902,False,737821932128,12,baseline,3,101,ood_primary
379683740162,223379685,False,379907119847,12,baseline,22525225255252,101,ood_primary
287045896764,461080436,False,287506977200,12,baseline,5,101,ood_primary
389488597194,888576638,False,390377173832,12,baseline,8,101,ood_primary
608008576208,479829247,False,608488405455,12,baseline,82222222222222,101,ood_primary
992883328,617590353,False,1610473681,9,baseline,8,101,ood_primary
766250988,874071205,False,1640322193,9,baseline,1,101,ood_primary
266221151,922243073,False,1188464224,9,baseline,2,101,ood_primary
804038774,585976418,False,1390015192,9,baseline,9,101,ood_primary
489576820,856515099,False,1346091919,9,baseline,8,101,ood_primary
775264571,336169724,False,1111434295,9,baseline,5,101,ood_primary
565598466,523439439,False,1089037905,9,baseline,3,101,ood_primary
440706290,227419761,False,668126051,9,baseline,7,101,ood_primary
681093783,888992436,False,1570086219,9,baseline,3,101,ood_primary
914076611,666602496,False,1580679107,9,baseline,6,101,ood_primary
224031524,479176762,False,703208286,9,baseline,5,101,ood_primary
767843533,973659616,False,1741503149,9,baseline,3,101,ood_primary
926186320,141480515,False,1067666835,9,baseline,7,101,ood_primary
870225107,756980671,False,1627205778,9,baseline,5,101,ood_primary
266712204,930474535,False,1197186739,9,baseline,2,101,ood_primary
111932452,728662565,False,840595017,9,baseline,2,101,ood_primary
140240929,690722961,False,830963890,9,baseline,8,101,ood_primary
228308215,109507080,False,337815295,9,baseline,8,101,ood_primary
383330545,966296190,False,1349626735,9,baseline,6,101,ood_primary
431287499,255961827,False,687249326,9,baseline,9,101,ood_primary
988909609,886198536,False,1875108145,9,baseline,7,101,ood_primary
120798732,106940272,False,227739004,9,baseline,8,101,ood_primary
621767580,346422114,False,968189694,9,baseline,1,101,ood_primary
531283768,756942167,False,1288225935,9,baseline,3,101,ood_primary
710462517,928558327,False,1639020844,9,baseline,2,101,ood_primary
420998357,696300193,False,1117298550,9,baseline,3,101,ood_primary
894251928,896886186,False,1791138114,9,baseline,9,101,ood_primary
477773943,987101755,False,1464875698,9,baseline,3,101,ood_primary
108699431,479330943,False,588030374,9,baseline,1,101,ood_primary
790515300,168704330,False,959219630,9,baseline,8,101,ood_primary
751174498,137154077,False,888328575,9,baseline,7,101,ood_primary
995939328,827754434,False,1823693762,9,baseline,8,101,ood_primary
323328597,760125217,False,1083453814,9,baseline,8,101,ood_primary
460543573,752830163,False,1213373736,9,baseline,2,101,ood_primary
362499895,595534873,False,958034768,9,baseline,6,101,ood_primary
60617361958,69165169,False,60686527127,11,baseline,8,101,ood_primary
94253180110,29543543,False,94282723653,11,baseline,1,101,ood_primary
20402410439,88185956,False,20490596395,11,baseline,1,101,ood_primary
77872567339,69742262,False,77942309601,11,baseline,6,101,ood_primary
33039770906,79224557,False,33118995463,11,baseline,8,101,ood_primary
29572276763,12223292,False,29584500055,11,baseline,2,101,ood_primary
83393475409,20343743,False,83413819152,11,baseline,4,101,ood_primary
97630851225,34011967,False,97664863192,11,baseline,8,101,ood_primary
65678485282,38067885,False,65716553167,11,baseline,2,101,ood_primary
86299185857,87769710,False,86386955567,11,baseline,8,101,ood_primary
96053839433,99071829,False,96152911262,11,baseline,1,101,ood_primary
20944809112,37905382,False,20982714494,11,baseline,8,101,ood_primary
88643075796,74470370,False,88717546166,11,baseline,8,101,ood_primary
25150989201,80510079,False,25231499280,11,baseline,9,101,ood_primary
42991492760,87269388,False,43078762148,11,baseline,8,101,ood_primary
56713771509,93524331,False,56807295840,11,baseline,8,101,ood_primary
21176461898,99357282,False,21275819180,11,baseline,6,101,ood_primary
97710466691,76344867,False,97786811558,11,baseline,8,101,ood_primary
17325839994,57157738,False,17382997732,11,baseline,8,101,ood_primary
80600392114,69347832,False,80669739946,11,baseline,9,101,ood_primary
79915489072,44170226,False,79959659298,11,baseline,8,101,ood_primary
34538197825,62772695,False,34600970520,11,baseline,9,101,ood_primary
19214243765,92923366,False,19307167131,11,baseline,2,101,ood_primary
79255477645,57971289,False,79313448934,11,baseline,8,101,ood_primary
16314416297,96215306,False,16410631603,11,baseline,1,101,ood_primary
65144198504,58457785,False,65202656289,11,baseline,9,101,ood_primary
30888233461,95435174,False,30983668635,11,baseline,8,101,ood_primary
32326352005,77377481,False,32403729486,11,baseline,8,101,ood_primary
59707115968,95330593,False,59802446561,11,baseline,1,101,ood_primary
87411190230,60461610,False,87471651840,11,baseline,1,101,ood_primary
91128041011,27004738,False,91155045749,11,baseline,1,101,ood_primary
32429276,97794012505,False,97826441781,11,baseline,2,101,ood_primary
84942552,94577101223,False,94662043775,11,baseline,5,101,ood_primary
71790612,88851443219,False,88923233831,11,baseline,1,101,ood_primary
82641624,77985585396,False,78068227020,11,baseline,6,101,ood_primary
84136238,35630800066,False,35714936304,11,baseline,2,101,ood_primary
46724090,29102101500,False,29148825590,11,baseline,9,101,ood_primary
98594321,63770913714,False,63869508035,11,baseline,3,101,ood_primary
30645279,31147628868,False,31178274147,11,baseline,2,101,ood_primary
63600732,67957350690,False,68020951422,11,baseline,7,101,ood_primary
94545714,98408298382,False,98502844096,11,baseline,8,101,ood_primary
57877793,71110758044,False,71168635837,11,baseline,8,101,ood_primary
27463419,25863057091,False,25890520510,11,baseline,1,101,ood_primary
89975917,29197544483,False,29287520400,11,baseline,9,101,ood_primary
45644285,50722657853,False,50768302138,11,baseline,2,101,ood_primary
65781897,68941729350,False,69007511247,11,baseline,8,101,ood_primary
98162664,41818026174,False,41916188838,11,baseline,8,101,ood_primary
29870880,97018653248,False,97048524128,11,baseline,8,101,ood_primary
58797046,26109583654,False,26168380700,11,baseline,9,101,ood_primary
20716857,38354456406,False,38375173263,11,baseline,8,101,ood_primary
18159553,67095205940,False,67113365493,11,baseline,5,101,ood_primary
82038160,60572198429,False,60654236589,11,baseline,8,101,ood_primary
58065145,45496813993,False,45554879138,11,baseline,8,101,ood_primary
30537388,60208252901,False,60238790289,11,baseline,8,101,ood_primary
33995042,94344809359,False,94378804401,11,baseline,4,101,ood_primary
58360581,64341536581,False,64399897162,11,baseline,5,101,ood_primary
31038474,18622870953,False,18653909427,11,baseline,7,101,ood_primary
32359995,42857116779,False,42889476774,11,baseline,9,101,ood_primary
72046224,84175103545,False,84247149769,11,baseline,2,101,ood_primary
21502695,47815442585,False,47836945280,11,baseline,6,101,ood_primary
32274868,45028123019,False,45060397887,11,baseline,8,101,ood_primary
295745558876,8694503,False,295754253379,12,baseline,5,101,ood_primary
257815655649,4358569,False,257820014218,12,baseline,6,101,ood_primary
722913991572,7684428,False,722921676000,12,baseline,8,101,ood_primary
459422140260,7121865,False,459429262125,12,baseline,2,101,ood_primary
557616183478,5617236,False,557621800714,12,baseline,5,101,ood_primary
562619506191,4982068,False,562624488259,12,baseline,5,101,ood_primary
486397779211,2223778,False,486400002989,12,baseline,2,101,ood_primary
150478005873,8871537,False,150486877410,12,baseline,8,101,ood_primary
772728728424,6302788,False,772735031212,12,baseline,8,101,ood_primary
826278498345,8946982,False,826287445327,12,baseline,8,101,ood_primary
565025478365,3363307,False,565028841672,12,baseline,8,101,ood_primary
388861979960,8054811,False,388870034771,12,baseline,9,101,ood_primary
319860451168,8396931,False,319868848099,12,baseline,8,101,ood_primary
